"fy_ef","org_id","org_name","sobj_en","expenditures" 
2020,114,"Copyright Board","Information",37988.47
2020,114,"Copyright Board","Professional and special services",478837.32
2020,114,"Copyright Board","Rentals",107957.46
2020,114,"Copyright Board","Utilities, materials and supplies",3802.15
2020,114,"Copyright Board","Acquisition of machinery and equipment",8587.17
2020,114,"Copyright Board","Other subsidies and payments",7203.91
2020,117,"Correctional Service of Canada","Personnel",2096998465.36
2020,117,"Correctional Service of Canada","Transportation and communications",21013390.99
2020,117,"Correctional Service of Canada","Information",388331.85
2020,117,"Correctional Service of Canada","Professional and special services",411599791.91
2020,117,"Correctional Service of Canada","Rentals",28065005.37
2020,117,"Correctional Service of Canada","Repair and maintenance",31550113.50
2020,117,"Correctional Service of Canada","Utilities, materials and supplies",199173052.34
2020,117,"Correctional Service of Canada","Acquisition of land, buildings and works",52039033.48
2020,117,"Correctional Service of Canada","Acquisition of machinery and equipment",71848297.49
2020,117,"Correctional Service of Canada","Transfer payments",3726968.88
2020,117,"Correctional Service of Canada","Other subsidies and payments",120566431.41
2020,117,"Correctional Service of Canada","External revenues",-5401768.43
2020,117,"Correctional Service of Canada","Internal revenues",-100351027.93
2020,118,"Courts Administration Service","Personnel",72797807.78
2020,118,"Courts Administration Service","Transportation and communications",1973425.30
2020,118,"Courts Administration Service","Information",491961.88
2020,118,"Courts Administration Service","Professional and special services",11000013.01
2020,118,"Courts Administration Service","Rentals",4312648.44
2020,118,"Courts Administration Service","Repair and maintenance",518208.98
2020,118,"Courts Administration Service","Utilities, materials and supplies",3948715.90
2020,118,"Courts Administration Service","Acquisition of land, buildings and works",5376206.44
2020,118,"Courts Administration Service","Acquisition of machinery and equipment",4123380.95
2020,118,"Courts Administration Service","Other subsidies and payments",160624.91
2020,122,"Department of Canadian Heritage","Personnel",206862624.75
2020,122,"Department of Canadian Heritage","Transportation and communications",786127.32
2020,122,"Department of Canadian Heritage","Information",2831082.84
2020,122,"Department of Canadian Heritage","Professional and special services",28388714.63
2020,122,"Department of Canadian Heritage","Rentals",3116130.86
2020,122,"Department of Canadian Heritage","Repair and maintenance",1324636.88
2020,122,"Department of Canadian Heritage","Utilities, materials and supplies",2445238.37
2020,122,"Department of Canadian Heritage","Acquisition of machinery and equipment",5596865.48
2020,122,"Department of Canadian Heritage","Transfer payments",1717426114.09
2020,122,"Department of Canadian Heritage","Other subsidies and payments",836559.79
2020,122,"Department of Canadian Heritage","External revenues",-5057024.44
2020,122,"Department of Canadian Heritage","Internal revenues",-3014824.50
2020,123,"Department of Citizenship and Immigration","Personnel",825941619.94
2020,123,"Department of Citizenship and Immigration","Transportation and communications",9642673.56
2020,123,"Department of Citizenship and Immigration","Information",8394143.69
2020,123,"Department of Citizenship and Immigration","Professional and special services",587882436.90
2020,123,"Department of Citizenship and Immigration","Rentals",28866191.27
2020,123,"Department of Citizenship and Immigration","Repair and maintenance",5259328.44
2020,123,"Department of Citizenship and Immigration","Utilities, materials and supplies",16269034.11
2020,123,"Department of Citizenship and Immigration","Acquisition of machinery and equipment",17365565.31
2020,123,"Department of Citizenship and Immigration","Transfer payments",1699198193.17
2020,123,"Department of Citizenship and Immigration","Other subsidies and payments",13680594.93
2020,123,"Department of Citizenship and Immigration","External revenues",-50867905.45
2020,123,"Department of Citizenship and Immigration","Internal revenues",-2059825.41
2020,124,"Department of Finance","Personnel",109626934.69
2020,124,"Department of Finance","Transportation and communications",633193.12
2020,124,"Department of Finance","Information",23338634.21
2020,124,"Department of Finance","Professional and special services",11354380.12
2020,124,"Department of Finance","Rentals",1182461.03
2020,124,"Department of Finance","Repair and maintenance",112684.31
2020,124,"Department of Finance","Utilities, materials and supplies",85893776.86
2020,124,"Department of Finance","Acquisition of machinery and equipment",1958717.60
2020,124,"Department of Finance","Transfer payments",96434730258.46
2020,124,"Department of Finance","Public debt charges",20425560929.18
2020,124,"Department of Finance","Other subsidies and payments",565835905.68
2020,125,"Department of Fisheries and Oceans","Personnel",1399895291.92
2020,125,"Department of Fisheries and Oceans","Transportation and communications",51004571.29
2020,125,"Department of Fisheries and Oceans","Information",3957777.41
2020,125,"Department of Fisheries and Oceans","Professional and special services",662681306.74
2020,125,"Department of Fisheries and Oceans","Rentals",51168674.07
2020,125,"Department of Fisheries and Oceans","Repair and maintenance",183576055.24
2020,125,"Department of Fisheries and Oceans","Utilities, materials and supplies",118686270.09
2020,125,"Department of Fisheries and Oceans","Acquisition of land, buildings and works",119607073.91
2020,125,"Department of Fisheries and Oceans","Acquisition of machinery and equipment",340767184.64
2020,125,"Department of Fisheries and Oceans","Transfer payments",421263380.69
2020,125,"Department of Fisheries and Oceans","Public debt charges",124565.06
2020,125,"Department of Fisheries and Oceans","Other subsidies and payments",35141911.56
2020,125,"Department of Fisheries and Oceans","External revenues",-40886681.54
2020,126,"Department of Foreign Affairs, Trade and Development","Personnel",1383764105.03
2020,126,"Department of Foreign Affairs, Trade and Development","Transportation and communications",90245343.73
2020,126,"Department of Foreign Affairs, Trade and Development","Information",23388771.99
2020,126,"Department of Foreign Affairs, Trade and Development","Professional and special services",328940897.40
2020,126,"Department of Foreign Affairs, Trade and Development","Rentals",194387700.19
2020,126,"Department of Foreign Affairs, Trade and Development","Repair and maintenance",31301927.23
2020,126,"Department of Foreign Affairs, Trade and Development","Utilities, materials and supplies",39190805.73
2020,126,"Department of Foreign Affairs, Trade and Development","Acquisition of land, buildings and works",18750813.54
2020,126,"Department of Foreign Affairs, Trade and Development","Acquisition of machinery and equipment",73514862.51
2020,126,"Department of Foreign Affairs, Trade and Development","Transfer payments",7021170371.82
2020,126,"Department of Foreign Affairs, Trade and Development","Other subsidies and payments",181135213.84
2020,126,"Department of Foreign Affairs, Trade and Development","External revenues",-43116619.42
2020,126,"Department of Foreign Affairs, Trade and Development","Internal revenues",-967297.22
2020,127,"Department of Health","Personnel",980777131.97
2020,127,"Department of Health","Transportation and communications",5809523.40
2020,127,"Department of Health","Information",85529886.35
2020,127,"Department of Health","Professional and special services",233608044.50
2020,127,"Department of Health","Rentals",19065596.05
2020,127,"Department of Health","Repair and maintenance",14659094.20
2020,127,"Department of Health","Utilities, materials and supplies",24638957.79
2020,127,"Department of Health","Acquisition of land, buildings and works",2746285.41
2020,127,"Department of Health","Acquisition of machinery and equipment",32160631.94
2020,127,"Department of Health","Transfer payments",1890155714.11
2020,127,"Department of Health","Other subsidies and payments",7387280.24
2020,127,"Department of Health","External revenues",-152481500.63
2020,127,"Department of Health","Internal revenues",-27403702.00
2020,128,"Department of Employment and Social Development","Personnel",2859482267.45
2020,128,"Department of Employment and Social Development","Transportation and communications",71172630.13
2020,128,"Department of Employment and Social Development","Information",66438776.85
2020,128,"Department of Employment and Social Development","Professional and special services",844148233.09
2020,128,"Department of Employment and Social Development","Rentals",275833686.79
2020,128,"Department of Employment and Social Development","Repair and maintenance",6085960.36
2020,128,"Department of Employment and Social Development","Utilities, materials and supplies",9695396.84
2020,128,"Department of Employment and Social Development","Acquisition of machinery and equipment",64105778.61
2020,128,"Department of Employment and Social Development","Transfer payments",160650309029.57
2020,128,"Department of Employment and Social Development","Other subsidies and payments",244839949.06
2020,128,"Department of Employment and Social Development","External revenues",-475579331.18
2020,128,"Department of Employment and Social Development","Internal revenues",-1979225761.00
2020,129,"Department of Crown-Indigenous Relations and Northern Affairs","Personnel",220133395.12
2020,129,"Department of Crown-Indigenous Relations and Northern Affairs","Transportation and communications",1994161.38
2020,129,"Department of Crown-Indigenous Relations and Northern Affairs","Information",3202247.52
2020,129,"Department of Crown-Indigenous Relations and Northern Affairs","Professional and special services",253399001.01
2020,129,"Department of Crown-Indigenous Relations and Northern Affairs","Rentals",5438075.69
2020,129,"Department of Crown-Indigenous Relations and Northern Affairs","Repair and maintenance",991444.17
2020,129,"Department of Crown-Indigenous Relations and Northern Affairs","Utilities, materials and supplies",1167054.23
2020,129,"Department of Crown-Indigenous Relations and Northern Affairs","Acquisition of land, buildings and works",1680498.53
2020,129,"Department of Crown-Indigenous Relations and Northern Affairs","Acquisition of machinery and equipment",945398.32
2020,129,"Department of Crown-Indigenous Relations and Northern Affairs","Transfer payments",3973913622.00
2020,129,"Department of Crown-Indigenous Relations and Northern Affairs","Other subsidies and payments",959569146.89
2020,129,"Department of Crown-Indigenous Relations and Northern Affairs","External revenues",-66500.00
2020,129,"Department of Crown-Indigenous Relations and Northern Affairs","Internal revenues",-31325512.26
2020,130,"Department of Industry","Personnel",614664537.45
2020,130,"Department of Industry","Transportation and communications",4284744.57
2020,130,"Department of Industry","Information",11286652.64
2020,130,"Department of Industry","Professional and special services",174174661.46
2020,130,"Department of Industry","Rentals",28828279.78
2020,130,"Department of Industry","Repair and maintenance",5386765.17
2020,130,"Department of Industry","Utilities, materials and supplies",4125769.43
2020,130,"Department of Industry","Acquisition of machinery and equipment",15997485.55
2020,130,"Department of Industry","Transfer payments",2264206859.93
2020,130,"Department of Industry","Other subsidies and payments",3852834.59
2020,130,"Department of Industry","External revenues",-239786509.39
2020,130,"Department of Industry","Internal revenues",-33844567.69
2020,132,"Department of Justice","Personnel",674707403.55
2020,132,"Department of Justice","Transportation and communications",2755816.24
2020,132,"Department of Justice","Information",1531363.63
2020,132,"Department of Justice","Professional and special services",35475003.63
2020,132,"Department of Justice","Rentals",7860845.08
2020,132,"Department of Justice","Repair and maintenance",4843599.09
2020,132,"Department of Justice","Utilities, materials and supplies",2758896.06
2020,132,"Department of Justice","Acquisition of machinery and equipment",3825681.96
2020,132,"Department of Justice","Transfer payments",447525685.53
2020,132,"Department of Justice","Other subsidies and payments",11665891.77
2020,132,"Department of Justice","External revenues",-1237829.52
2020,132,"Department of Justice","Internal revenues",-358859212.51
2020,133,"Department of National Defence","Personnel",14266656872.08
2020,133,"Department of National Defence","Transportation and communications",479535665.75
2020,133,"Department of National Defence","Information",24758354.44
2020,133,"Department of National Defence","Professional and special services",4226192395.31
2020,133,"Department of National Defence","Rentals",555266913.15
2020,133,"Department of National Defence","Repair and maintenance",1660540620.44
2020,133,"Department of National Defence","Utilities, materials and supplies",922824026.33
2020,133,"Department of National Defence","Acquisition of land, buildings and works",564514097.70
2020,133,"Department of National Defence","Acquisition of machinery and equipment",3999685579.30
2020,133,"Department of National Defence","Transfer payments",264278760.41
2020,133,"Department of National Defence","Public debt charges",2916093.49
2020,133,"Department of National Defence","Other subsidies and payments",227087724.50
2020,133,"Department of National Defence","External revenues",-357205914.70
2020,133,"Department of National Defence","Internal revenues",-10013351.05
2020,134,"Department of Natural Resources","Personnel",500370015.50
2020,134,"Department of Natural Resources","Transportation and communications",7321762.03
2020,134,"Department of Natural Resources","Information",16763853.75
2020,134,"Department of Natural Resources","Professional and special services",105218193.87
2020,134,"Department of Natural Resources","Rentals",15763174.89
2020,134,"Department of Natural Resources","Repair and maintenance",6796396.95
2020,134,"Department of Natural Resources","Utilities, materials and supplies",20525965.80
2020,134,"Department of Natural Resources","Acquisition of land, buildings and works",6881721.73
2020,134,"Department of Natural Resources","Acquisition of machinery and equipment",19172331.94
2020,134,"Department of Natural Resources","Transfer payments",718900271.94
2020,134,"Department of Natural Resources","Other subsidies and payments",6429315.47
2020,134,"Department of Natural Resources","External revenues",-16095310.75
2020,134,"Department of Natural Resources","Internal revenues",-6214181.20
2020,135,"Department of Public Safety and Emergency Preparedness","Personnel",136952058.95
2020,135,"Department of Public Safety and Emergency Preparedness","Transportation and communications",274144.80
2020,135,"Department of Public Safety and Emergency Preparedness","Information",5988797.93
2020,135,"Department of Public Safety and Emergency Preparedness","Professional and special services",22583025.19
2020,135,"Department of Public Safety and Emergency Preparedness","Rentals",6303607.68
2020,135,"Department of Public Safety and Emergency Preparedness","Repair and maintenance",536879.61
2020,135,"Department of Public Safety and Emergency Preparedness","Utilities, materials and supplies",349176.13
2020,135,"Department of Public Safety and Emergency Preparedness","Acquisition of land, buildings and works",206797.79
2020,135,"Department of Public Safety and Emergency Preparedness","Acquisition of machinery and equipment",3503885.03
2020,135,"Department of Public Safety and Emergency Preparedness","Transfer payments",601940082.48
2020,135,"Department of Public Safety and Emergency Preparedness","Other subsidies and payments",1196765.54
2020,135,"Department of Public Safety and Emergency Preparedness","External revenues",-581813.00
2020,135,"Department of Public Safety and Emergency Preparedness","Internal revenues",-1879775.00
2020,136,"Department of Public Works and Government Services","Personnel",1783059070.98
2020,136,"Department of Public Works and Government Services","Transportation and communications",66786645.70
2020,136,"Department of Public Works and Government Services","Information",14114009.54
2020,136,"Department of Public Works and Government Services","Professional and special services",1974846914.69
2020,136,"Department of Public Works and Government Services","Rentals",1228450137.67
2020,136,"Department of Public Works and Government Services","Repair and maintenance",1005210592.40
2020,136,"Department of Public Works and Government Services","Utilities, materials and supplies",575667093.56
2020,136,"Department of Public Works and Government Services","Acquisition of land, buildings and works",835217029.48
2020,136,"Department of Public Works and Government Services","Acquisition of machinery and equipment",103689165.40
2020,136,"Department of Public Works and Government Services","Transfer payments",35614947.61
2020,136,"Department of Public Works and Government Services","Public debt charges",118513369.77
2020,136,"Department of Public Works and Government Services","Other subsidies and payments",362073552.84
2020,136,"Department of Public Works and Government Services","External revenues",-355996703.57
2020,136,"Department of Public Works and Government Services","Internal revenues",-3300374879.22
2020,137,"Department of the Environment","Personnel",817494378.41
2020,137,"Department of the Environment","Transportation and communications",13460175.26
2020,137,"Department of the Environment","Information",6647740.11
2020,137,"Department of the Environment","Professional and special services",175016877.61
2020,137,"Department of the Environment","Rentals",54662093.58
2020,137,"Department of the Environment","Repair and maintenance",17569482.47
2020,137,"Department of the Environment","Utilities, materials and supplies",29938530.27
2020,137,"Department of the Environment","Acquisition of land, buildings and works",1214754.50
2020,137,"Department of the Environment","Acquisition of machinery and equipment",35987822.45
2020,137,"Department of the Environment","Transfer payments",654720114.79
2020,137,"Department of the Environment","Public debt charges",414021.33
2020,137,"Department of the Environment","Other subsidies and payments",5455637.84
2020,137,"Department of the Environment","External revenues",-44356831.21
2020,137,"Department of the Environment","Internal revenues",-21438209.83
2020,138,"Department of Transport","Personnel",727369349.90
2020,138,"Department of Transport","Transportation and communications",6525792.80
2020,138,"Department of Transport","Information",6025492.54
2020,138,"Department of Transport","Professional and special services",171488328.19
2020,138,"Department of Transport","Rentals",12253332.62
2020,138,"Department of Transport","Repair and maintenance",13059670.78
2020,138,"Department of Transport","Utilities, materials and supplies",13080955.83
2020,138,"Department of Transport","Acquisition of land, buildings and works",82817770.86
2020,138,"Department of Transport","Acquisition of machinery and equipment",213546690.08
2020,138,"Department of Transport","Transfer payments",660280842.72
2020,138,"Department of Transport","Other subsidies and payments",64283704.61
2020,138,"Department of Transport","External revenues",-33172777.14
2020,138,"Department of Transport","Internal revenues",-40394465.43
2020,139,"Department of Veterans Affairs","Personnel",343939945.63
2020,139,"Department of Veterans Affairs","Transportation and communications",18533255.38
2020,139,"Department of Veterans Affairs","Information",4377899.75
2020,139,"Department of Veterans Affairs","Professional and special services",479156021.17
2020,139,"Department of Veterans Affairs","Rentals",6965522.13
2020,139,"Department of Veterans Affairs","Repair and maintenance",8684795.28
2020,139,"Department of Veterans Affairs","Utilities, materials and supplies",254076109.94
2020,139,"Department of Veterans Affairs","Acquisition of land, buildings and works",16750.00
2020,139,"Department of Veterans Affairs","Acquisition of machinery and equipment",3672522.95
2020,139,"Department of Veterans Affairs","Transfer payments",3687765269.51
2020,139,"Department of Veterans Affairs","Other subsidies and payments",29445411.73
2020,140,"Department of Western Economic Diversification","Personnel",43758936.19
2020,140,"Department of Western Economic Diversification","Transportation and communications",234572.58
2020,140,"Department of Western Economic Diversification","Information",832316.10
2020,140,"Department of Western Economic Diversification","Professional and special services",6282368.99
2020,140,"Department of Western Economic Diversification","Rentals",717938.38
2020,140,"Department of Western Economic Diversification","Repair and maintenance",40332.54
2020,140,"Department of Western Economic Diversification","Utilities, materials and supplies",64524.51
2020,140,"Department of Western Economic Diversification","Acquisition of machinery and equipment",614558.59
2020,140,"Department of Western Economic Diversification","Transfer payments",854877542.00
2020,140,"Department of Western Economic Diversification","Other subsidies and payments",74856.24
2020,141,"Economic Development Agency of Canada for the Regions of Quebec","Personnel",41053382.76
2020,141,"Economic Development Agency of Canada for the Regions of Quebec","Transportation and communications",220468.30
2020,141,"Economic Development Agency of Canada for the Regions of Quebec","Information",295248.28
2020,141,"Economic Development Agency of Canada for the Regions of Quebec","Professional and special services",4297713.46
2020,141,"Economic Development Agency of Canada for the Regions of Quebec","Rentals",900796.38
2020,141,"Economic Development Agency of Canada for the Regions of Quebec","Repair and maintenance",6928.91
2020,141,"Economic Development Agency of Canada for the Regions of Quebec","Utilities, materials and supplies",37368.03
2020,141,"Economic Development Agency of Canada for the Regions of Quebec","Acquisition of machinery and equipment",1045006.93
2020,141,"Economic Development Agency of Canada for the Regions of Quebec","Transfer payments",501807521.00
2020,141,"Economic Development Agency of Canada for the Regions of Quebec","Other subsidies and payments",711464.21
2020,146,"Export Development Canada (Canada Account)","Professional and special services",149546652.75
2020,146,"Export Development Canada (Canada Account)","Other subsidies and payments",103471371.54
2020,148,"The Federal Bridge Corporation Limited","Other subsidies and payments",6061390.14
2020,150,"Federal Economic Development Agency for Southern Ontario","Personnel",31904335.82
2020,150,"Federal Economic Development Agency for Southern Ontario","Transportation and communications",28780.95
2020,150,"Federal Economic Development Agency for Southern Ontario","Information",480595.18
2020,150,"Federal Economic Development Agency for Southern Ontario","Professional and special services",4468179.37
2020,150,"Federal Economic Development Agency for Southern Ontario","Rentals",274851.25
2020,150,"Federal Economic Development Agency for Southern Ontario","Repair and maintenance",17378.18
2020,150,"Federal Economic Development Agency for Southern Ontario","Utilities, materials and supplies",44836.87
2020,150,"Federal Economic Development Agency for Southern Ontario","Acquisition of machinery and equipment",372197.77
2020,150,"Federal Economic Development Agency for Southern Ontario","Transfer payments",654993578.00
2020,150,"Federal Economic Development Agency for Southern Ontario","Other subsidies and payments",161761.69
2020,151,"Financial Consumer Agency of Canada","Personnel",23008419.70
2020,151,"Financial Consumer Agency of Canada","Transportation and communications",212361.99
2020,151,"Financial Consumer Agency of Canada","Information",2093054.35
2020,151,"Financial Consumer Agency of Canada","Professional and special services",6219726.51
2020,151,"Financial Consumer Agency of Canada","Rentals",2178887.46
2020,151,"Financial Consumer Agency of Canada","Repair and maintenance",28355.91
2020,151,"Financial Consumer Agency of Canada","Utilities, materials and supplies",69701.65
2020,151,"Financial Consumer Agency of Canada","Acquisition of machinery and equipment",1193788.44
2020,151,"Financial Consumer Agency of Canada","Other subsidies and payments",31700.37
2020,152,"Financial Transactions and Reports Analysis Centre of Canada","Personnel",46736155.98
2020,152,"Financial Transactions and Reports Analysis Centre of Canada","Transportation and communications",860878.88
2020,152,"Financial Transactions and Reports Analysis Centre of Canada","Information",696355.45
2020,152,"Financial Transactions and Reports Analysis Centre of Canada","Professional and special services",4751422.62
2020,152,"Financial Transactions and Reports Analysis Centre of Canada","Rentals",6338745.79
2020,152,"Financial Transactions and Reports Analysis Centre of Canada","Repair and maintenance",706947.09
2020,152,"Financial Transactions and Reports Analysis Centre of Canada","Utilities, materials and supplies",281540.63
2020,152,"Financial Transactions and Reports Analysis Centre of Canada","Acquisition of machinery and equipment",1321781.74
2020,152,"Financial Transactions and Reports Analysis Centre of Canada","Other subsidies and payments",17126.27
2020,174,"Immigration and Refugee Board","Personnel",193381620.84
2020,174,"Immigration and Refugee Board","Transportation and communications",4426143.90
2020,174,"Immigration and Refugee Board","Information",300669.45
2020,174,"Immigration and Refugee Board","Professional and special services",25928465.93
2020,174,"Immigration and Refugee Board","Rentals",3471527.02
2020,174,"Immigration and Refugee Board","Repair and maintenance",9657591.99
2020,174,"Immigration and Refugee Board","Utilities, materials and supplies",615179.70
2020,174,"Immigration and Refugee Board","Acquisition of machinery and equipment",5875530.36
2020,174,"Immigration and Refugee Board","Other subsidies and payments",1102259.63
2020,186,"International Development Research Centre","Other subsidies and payments",145652683.00
2020,189,"International Joint Commission (Canadian Section)","Personnel",5311545.03
2020,189,"International Joint Commission (Canadian Section)","Transportation and communications",109442.74
2020,189,"International Joint Commission (Canadian Section)","Information",201812.46
2020,189,"International Joint Commission (Canadian Section)","Professional and special services",2671021.05
2020,189,"International Joint Commission (Canadian Section)","Rentals",511952.62
2020,189,"International Joint Commission (Canadian Section)","Repair and maintenance",49.00
2020,189,"International Joint Commission (Canadian Section)","Utilities, materials and supplies",2853.37
2020,189,"International Joint Commission (Canadian Section)","Acquisition of machinery and equipment",161339.73
2020,189,"International Joint Commission (Canadian Section)","Other subsidies and payments",5222.78
2020,194,"The Jacques-Cartier and Champlain Bridges Inc.","Other subsidies and payments",232073140.98
2020,199,"Library and Archives of Canada","Personnel",96735463.98
2020,199,"Library and Archives of Canada","Transportation and communications",126842.43
2020,199,"Library and Archives of Canada","Information",83449.95
2020,199,"Library and Archives of Canada","Professional and special services",14432896.58
2020,199,"Library and Archives of Canada","Rentals",4633651.89
2020,199,"Library and Archives of Canada","Repair and maintenance",638268.68
2020,199,"Library and Archives of Canada","Utilities, materials and supplies",2038225.30
2020,199,"Library and Archives of Canada","Acquisition of land, buildings and works",5991437.23
2020,199,"Library and Archives of Canada","Acquisition of machinery and equipment",685200.49
2020,199,"Library and Archives of Canada","Transfer payments",2607233.14
2020,199,"Library and Archives of Canada","Other subsidies and payments",4358121.05
2020,199,"Library and Archives of Canada","External revenues",-76001.61
2020,199,"Library and Archives of Canada","Internal revenues",-1875583.11
2020,200,"Library of Parliament","Personnel",40221032.40
2020,200,"Library of Parliament","Transportation and communications",219855.30
2020,200,"Library of Parliament","Information",1484678.80
2020,200,"Library of Parliament","Professional and special services",926220.53
2020,200,"Library of Parliament","Rentals",835396.36
2020,200,"Library of Parliament","Repair and maintenance",80304.01
2020,200,"Library of Parliament","Utilities, materials and supplies",3688794.97
2020,200,"Library of Parliament","Acquisition of machinery and equipment",1053856.58
2020,200,"Library of Parliament","Other subsidies and payments",9644.15
2020,200,"Library of Parliament","External revenues",-44441.36
2020,202,"Marine Atlantic Inc.","Other subsidies and payments",140567000.00
2020,209,"Military Grievances External Review Committee","Personnel",6209558.48
2020,209,"Military Grievances External Review Committee","Transportation and communications",20356.22
2020,209,"Military Grievances External Review Committee","Information",8297.09
2020,209,"Military Grievances External Review Committee","Professional and special services",294102.51
2020,209,"Military Grievances External Review Committee","Rentals",499947.55
2020,209,"Military Grievances External Review Committee","Repair and maintenance",15289.22
2020,209,"Military Grievances External Review Committee","Utilities, materials and supplies",13490.15
2020,209,"Military Grievances External Review Committee","Acquisition of machinery and equipment",132833.00
2020,209,"Military Grievances External Review Committee","Other subsidies and payments",1345.51
2020,210,"Military Police Complaints Commission","Personnel",3649617.05
2020,210,"Military Police Complaints Commission","Transportation and communications",53248.54
2020,210,"Military Police Complaints Commission","Information",46360.23
2020,210,"Military Police Complaints Commission","Professional and special services",710234.37
2020,210,"Military Police Complaints Commission","Rentals",384275.49
2020,210,"Military Police Complaints Commission","Repair and maintenance",4209.37
2020,210,"Military Police Complaints Commission","Utilities, materials and supplies",22393.18
2020,210,"Military Police Complaints Commission","Acquisition of land, buildings and works",13597.00
2020,210,"Military Police Complaints Commission","Acquisition of machinery and equipment",63235.76
2020,210,"Military Police Complaints Commission","Other subsidies and payments",-495.76
2020,217,"National Arts Centre Corporation","Other subsidies and payments",59238129.00
2020,218,"The National Battlefields Commission","Personnel",3972370.36
2020,218,"The National Battlefields Commission","Transportation and communications",128265.05
2020,218,"The National Battlefields Commission","Information",191743.58
2020,218,"The National Battlefields Commission","Professional and special services",1210846.74
2020,218,"The National Battlefields Commission","Rentals",41791.34
2020,218,"The National Battlefields Commission","Repair and maintenance",425601.99
2020,218,"The National Battlefields Commission","Utilities, materials and supplies",626773.08
2020,218,"The National Battlefields Commission","Acquisition of machinery and equipment",160265.30
2020,218,"The National Battlefields Commission","Other subsidies and payments",2658504.08
2020,219,"National Capital Commission","Other subsidies and payments",153713387.00
2020,221,"Canadian Energy Regulator","Personnel",77893316.50
2020,221,"Canadian Energy Regulator","Transportation and communications",882792.58
2020,221,"Canadian Energy Regulator","Information",35993.62
2020,221,"Canadian Energy Regulator","Professional and special services",13871931.35
2020,221,"Canadian Energy Regulator","Rentals",552576.61
2020,221,"Canadian Energy Regulator","Repair and maintenance",1080020.04
2020,221,"Canadian Energy Regulator","Utilities, materials and supplies",345065.92
2020,221,"Canadian Energy Regulator","Acquisition of land, buildings and works",438633.79
2020,221,"Canadian Energy Regulator","Acquisition of machinery and equipment",2092642.15
2020,221,"Canadian Energy Regulator","Transfer payments",1292691.75
2020,221,"Canadian Energy Regulator","Other subsidies and payments",1347263.26
2020,223,"National Film Board","Personnel",42802802.95
2020,223,"National Film Board","Transportation and communications",764070.09
2020,223,"National Film Board","Information",1749295.09
2020,223,"National Film Board","Professional and special services",12295261.39
2020,223,"National Film Board","Rentals",9752238.86
2020,223,"National Film Board","Repair and maintenance",574645.32
2020,223,"National Film Board","Utilities, materials and supplies",459337.15
2020,223,"National Film Board","Acquisition of machinery and equipment",6991929.57
2020,223,"National Film Board","Public debt charges",33358.57
2020,223,"National Film Board","Other subsidies and payments",27546.99
2020,223,"National Film Board","External revenues",-3700563.92
2020,224,"National Gallery of Canada","Other subsidies and payments",54490639.00
2020,226,"National Museum of Science and Technology","Other subsidies and payments",38544965.00
2020,227,"Parole Board of Canada","Personnel",53221374.76
2020,227,"Parole Board of Canada","Transportation and communications",680558.43
2020,227,"Parole Board of Canada","Information",17185.06
2020,227,"Parole Board of Canada","Professional and special services",5821168.52
2020,227,"Parole Board of Canada","Rentals",388573.04
2020,227,"Parole Board of Canada","Repair and maintenance",62909.30
2020,227,"Parole Board of Canada","Utilities, materials and supplies",144453.92
2020,227,"Parole Board of Canada","Acquisition of land, buildings and works",18676.68
2020,227,"Parole Board of Canada","Acquisition of machinery and equipment",644373.09
2020,227,"Parole Board of Canada","Other subsidies and payments",428460.89
2020,227,"Parole Board of Canada","External revenues",-3682770.69
2020,228,"National Research Council of Canada","Personnel",506089327.26
2020,228,"National Research Council of Canada","Transportation and communications",1854379.24
2020,228,"National Research Council of Canada","Information",1215514.26
2020,228,"National Research Council of Canada","Professional and special services",96325011.86
2020,228,"National Research Council of Canada","Rentals",9289857.64
2020,228,"National Research Council of Canada","Repair and maintenance",19766300.17
2020,228,"National Research Council of Canada","Utilities, materials and supplies",38932978.53
2020,228,"National Research Council of Canada","Acquisition of land, buildings and works",39684081.39
2020,228,"National Research Council of Canada","Acquisition of machinery and equipment",67767718.19
2020,228,"National Research Council of Canada","Transfer payments",840027847.48
2020,228,"National Research Council of Canada","Other subsidies and payments",27702296.67
2020,230,"Natural Sciences and Engineering Research Council","Personnel",49325751.60
2020,230,"Natural Sciences and Engineering Research Council","Transportation and communications",570046.64
2020,230,"Natural Sciences and Engineering Research Council","Information",960284.80
2020,230,"Natural Sciences and Engineering Research Council","Professional and special services",7855187.50
2020,230,"Natural Sciences and Engineering Research Council","Rentals",1642269.71
2020,230,"Natural Sciences and Engineering Research Council","Repair and maintenance",128202.77
2020,230,"Natural Sciences and Engineering Research Council","Utilities, materials and supplies",77464.61
2020,230,"Natural Sciences and Engineering Research Council","Acquisition of machinery and equipment",2320211.62
2020,230,"Natural Sciences and Engineering Research Council","Transfer payments",1425428675.01
2020,230,"Natural Sciences and Engineering Research Council","Other subsidies and payments",167160.07
2020,235,"Northern Pipeline Agency","Personnel",62202.32
2020,235,"Northern Pipeline Agency","Transportation and communications",472.00
2020,235,"Northern Pipeline Agency","Professional and special services",163270.51
2020,235,"Northern Pipeline Agency","Rentals",10224.29
2020,237,"Office of Infrastructure of Canada","Personnel",79943822.32
2020,237,"Office of Infrastructure of Canada","Transportation and communications",506388.10
2020,237,"Office of Infrastructure of Canada","Information",406365.23
