"fy_ef","org_id","org_name","sobj_en","expenditures"
2011,1,"Department of Agriculture and Agri-Food","Personnel",582717800.00
2011,1,"Department of Agriculture and Agri-Food","Transportation and communications",22928246.14
2011,1,"Department of Agriculture and Agri-Food","Information",7805108.05
2011,1,"Department of Agriculture and Agri-Food","Professional and special services",118263358.11
2011,1,"Department of Agriculture and Agri-Food","Rentals",4654611.82
2011,1,"Department of Agriculture and Agri-Food","Repair and maintenance",25932357.08
2011,1,"Department of Agriculture and Agri-Food","Utilities, materials and supplies",44304465.98
2011,1,"Department of Agriculture and Agri-Food","Acquisition of land, buildings and works",8513194.60
2011,1,"Department of Agriculture and Agri-Food","Acquisition of machinery and equipment",42584007.34
2011,1,"Department of Agriculture and Agri-Food","Transfer payments",1739822502.87
2011,1,"Department of Agriculture and Agri-Food","Other subsidies and payments",12178156.19
2011,1,"Department of Agriculture and Agri-Food","External revenues",-44624759.50
2011,1,"Department of Agriculture and Agri-Food","Internal revenues",-7424423.72
2011,2,"House of Commons","Personnel",323957427.60
2011,2,"House of Commons","Transportation and communications",44727730.79
2011,2,"House of Commons","Information",5959314.49
2011,2,"House of Commons","Professional and special services",17536360.30
2011,2,"House of Commons","Rentals",10718419.64
2011,2,"House of Commons","Repair and maintenance",6577967.26
2011,2,"House of Commons","Utilities, materials and supplies",6756584.11
2011,2,"House of Commons","Acquisition of machinery and equipment",10564873.68
2011,2,"House of Commons","Transfer payments",886466.55
2011,2,"House of Commons","Other subsidies and payments",312514.82
2011,2,"House of Commons","External revenues",-775458.23
2011,2,"House of Commons","Internal revenues",12705.00
2011,10,"Assisted Human Reproduction Agency of Canada","Personnel",1834066.30
2011,10,"Assisted Human Reproduction Agency of Canada","Transportation and communications",222965.68
2011,10,"Assisted Human Reproduction Agency of Canada","Information",54342.95
2011,10,"Assisted Human Reproduction Agency of Canada","Professional and special services",1218577.80
2011,10,"Assisted Human Reproduction Agency of Canada","Rentals",117506.08
2011,10,"Assisted Human Reproduction Agency of Canada","Repair and maintenance",1638.00
2011,10,"Assisted Human Reproduction Agency of Canada","Utilities, materials and supplies",12435.39
2011,10,"Assisted Human Reproduction Agency of Canada","Acquisition of machinery and equipment",1564.70
2011,10,"Assisted Human Reproduction Agency of Canada","Other subsidies and payments",740.65
2011,12,"Atlantic Canada Opportunities Agency","Personnel",75360864.97
2011,12,"Atlantic Canada Opportunities Agency","Transportation and communications",4452610.34
2011,12,"Atlantic Canada Opportunities Agency","Information",475202.80
2011,12,"Atlantic Canada Opportunities Agency","Professional and special services",10211493.78
2011,12,"Atlantic Canada Opportunities Agency","Rentals",2070384.77
2011,12,"Atlantic Canada Opportunities Agency","Repair and maintenance",211807.20
2011,12,"Atlantic Canada Opportunities Agency","Utilities, materials and supplies",419129.16
2011,12,"Atlantic Canada Opportunities Agency","Acquisition of machinery and equipment",1466960.94
2011,12,"Atlantic Canada Opportunities Agency","Transfer payments",236470119.64
2011,12,"Atlantic Canada Opportunities Agency","Other subsidies and payments",-684792.76
2011,14,"Atomic Energy of Canada Limited","Other subsidies and payments",719031083.33
2011,26,"Canada Border Services Agency","Personnel",1344065145.99
2011,26,"Canada Border Services Agency","Transportation and communications",60697076.31
2011,26,"Canada Border Services Agency","Information",1282851.53
2011,26,"Canada Border Services Agency","Professional and special services",265152069.97
2011,26,"Canada Border Services Agency","Rentals",8691205.86
2011,26,"Canada Border Services Agency","Repair and maintenance",24086041.42
2011,26,"Canada Border Services Agency","Utilities, materials and supplies",20006160.21
2011,26,"Canada Border Services Agency","Acquisition of land, buildings and works",91436129.40
2011,26,"Canada Border Services Agency","Acquisition of machinery and equipment",23851209.50
2011,26,"Canada Border Services Agency","Other subsidies and payments",8159990.18
2011,26,"Canada Border Services Agency","External revenues",-12130930.51
2011,29,"Canada Council for the Arts","Other subsidies and payments",181417816.00
2011,39,"Canada Industrial Relations Board","Personnel",11070868.65
2011,39,"Canada Industrial Relations Board","Transportation and communications",933444.50
2011,39,"Canada Industrial Relations Board","Information",16224.75
2011,39,"Canada Industrial Relations Board","Professional and special services",801609.66
2011,39,"Canada Industrial Relations Board","Rentals",160806.96
2011,39,"Canada Industrial Relations Board","Repair and maintenance",111668.03
2011,39,"Canada Industrial Relations Board","Utilities, materials and supplies",166896.83
2011,39,"Canada Industrial Relations Board","Acquisition of machinery and equipment",374607.89
2011,39,"Canada Industrial Relations Board","Other subsidies and payments",62796.84
2011,42,"Canada Mortgage and Housing Corporation","Other subsidies and payments",2048258588.68
2011,44,"Canada Post Corporation","Other subsidies and payments",22210000.00
2011,46,"Canada Revenue Agency","Personnel",3189922612.80
2011,46,"Canada Revenue Agency","Transportation and communications",161754045.22
2011,46,"Canada Revenue Agency","Information",8932450.75
2011,46,"Canada Revenue Agency","Professional and special services",332570280.72
2011,46,"Canada Revenue Agency","Rentals",298437201.51
2011,46,"Canada Revenue Agency","Repair and maintenance",119871958.61
2011,46,"Canada Revenue Agency","Utilities, materials and supplies",26629899.86
2011,46,"Canada Revenue Agency","Acquisition of machinery and equipment",85448406.06
2011,46,"Canada Revenue Agency","Transfer payments",439829226.18
2011,46,"Canada Revenue Agency","Other subsidies and payments",3079253.98
2011,46,"Canada Revenue Agency","External revenues",-138828675.99
2011,46,"Canada Revenue Agency","Internal revenues",-176355033.99
2011,47,"Canada School of Public Service","Personnel",87564833.86
2011,47,"Canada School of Public Service","Transportation and communications",3209219.68
2011,47,"Canada School of Public Service","Information",885343.74
2011,47,"Canada School of Public Service","Professional and special services",27085101.12
2011,47,"Canada School of Public Service","Rentals",2513962.05
2011,47,"Canada School of Public Service","Repair and maintenance",958333.11
2011,47,"Canada School of Public Service","Utilities, materials and supplies",1181487.73
2011,47,"Canada School of Public Service","Acquisition of machinery and equipment",1203867.27
2011,47,"Canada School of Public Service","Transfer payments",169838.06
2011,47,"Canada School of Public Service","Other subsidies and payments",1168839.45
2011,51,"Canadian Air Transport Security Authority","Other subsidies and payments",515006000.00
2011,52,"Canadian Artists and Producers Professional Relations Tribunal","Personnel",907188.57
2011,52,"Canadian Artists and Producers Professional Relations Tribunal","Transportation and communications",54588.78
2011,52,"Canadian Artists and Producers Professional Relations Tribunal","Information",17516.55
2011,52,"Canadian Artists and Producers Professional Relations Tribunal","Professional and special services",260810.97
2011,52,"Canadian Artists and Producers Professional Relations Tribunal","Rentals",4448.70
2011,52,"Canadian Artists and Producers Professional Relations Tribunal","Utilities, materials and supplies",18242.07
2011,52,"Canadian Artists and Producers Professional Relations Tribunal","Acquisition of machinery and equipment",6109.87
2011,52,"Canadian Artists and Producers Professional Relations Tribunal","Other subsidies and payments",14286.99
2011,53,"Canadian Broadcasting Corporation","Other subsidies and payments",1134319060.00
2011,55,"Canadian Centre for Occupational Health and Safety","Personnel",7755349.29
2011,55,"Canadian Centre for Occupational Health and Safety","Transportation and communications",147558.42
2011,55,"Canadian Centre for Occupational Health and Safety","Information",87371.89
2011,55,"Canadian Centre for Occupational Health and Safety","Professional and special services",961788.94
2011,55,"Canadian Centre for Occupational Health and Safety","Rentals",31145.52
2011,55,"Canadian Centre for Occupational Health and Safety","Repair and maintenance",157626.00
2011,55,"Canadian Centre for Occupational Health and Safety","Utilities, materials and supplies",82991.31
2011,55,"Canadian Centre for Occupational Health and Safety","Acquisition of machinery and equipment",79873.69
2011,55,"Canadian Centre for Occupational Health and Safety","External revenues",-3640990.10
2011,55,"Canadian Centre for Occupational Health and Safety","Internal revenues",-372391.07
2011,58,"Canadian Commercial Corporation","Other subsidies and payments",15481539.96
2011,61,"Canadian Dairy Commission","Personnel",6142748.48
2011,61,"Canadian Dairy Commission","Transportation and communications",407972.36
2011,61,"Canadian Dairy Commission","Information",53763.42
2011,61,"Canadian Dairy Commission","Professional and special services",1256206.26
2011,61,"Canadian Dairy Commission","Rentals",348646.41
2011,61,"Canadian Dairy Commission","Repair and maintenance",68806.21
2011,61,"Canadian Dairy Commission","Utilities, materials and supplies",19499.75
2011,61,"Canadian Dairy Commission","Acquisition of machinery and equipment",50177.33
2011,61,"Canadian Dairy Commission","Other subsidies and payments",-3868296.22
2011,63,"Impact Assessment Agency of Canada","Personnel",23897377.19
2011,63,"Impact Assessment Agency of Canada","Transportation and communications",1367141.19
2011,63,"Impact Assessment Agency of Canada","Information",386269.46
2011,63,"Impact Assessment Agency of Canada","Professional and special services",3787563.31
2011,63,"Impact Assessment Agency of Canada","Rentals",334036.58
2011,63,"Impact Assessment Agency of Canada","Repair and maintenance",39540.27
2011,63,"Impact Assessment Agency of Canada","Utilities, materials and supplies",78798.97
2011,63,"Impact Assessment Agency of Canada","Acquisition of machinery and equipment",308575.03
2011,63,"Impact Assessment Agency of Canada","Transfer payments",3062702.65
2011,63,"Impact Assessment Agency of Canada","Other subsidies and payments",16495.04
2011,63,"Impact Assessment Agency of Canada","External revenues",-3392025.45
2011,63,"Impact Assessment Agency of Canada","Internal revenues",-327985.02
2011,65,"Canadian Food Inspection Agency","Personnel",583997377.38
2011,65,"Canadian Food Inspection Agency","Transportation and communications",25047110.19
2011,65,"Canadian Food Inspection Agency","Information",1425060.88
2011,65,"Canadian Food Inspection Agency","Professional and special services",62239989.49
2011,65,"Canadian Food Inspection Agency","Rentals",7795545.68
2011,65,"Canadian Food Inspection Agency","Repair and maintenance",16691779.52
2011,65,"Canadian Food Inspection Agency","Utilities, materials and supplies",17512896.71
2011,65,"Canadian Food Inspection Agency","Acquisition of machinery and equipment",14011865.48
2011,65,"Canadian Food Inspection Agency","Transfer payments",5402313.38
2011,65,"Canadian Food Inspection Agency","Other subsidies and payments",3572418.40
2011,69,"Canadian Grain Commission","Personnel",65987962.67
2011,69,"Canadian Grain Commission","Transportation and communications",4258854.51
2011,69,"Canadian Grain Commission","Information",218028.32
2011,69,"Canadian Grain Commission","Professional and special services",2131179.84
2011,69,"Canadian Grain Commission","Rentals",4183752.30
2011,69,"Canadian Grain Commission","Repair and maintenance",1321867.54
2011,69,"Canadian Grain Commission","Utilities, materials and supplies",951660.07
2011,69,"Canadian Grain Commission","Acquisition of machinery and equipment",2853952.55
2011,69,"Canadian Grain Commission","Other subsidies and payments",-13138.66
2011,69,"Canadian Grain Commission","External revenues",-47074107.01
2011,71,"Canadian Human Rights Commission","Personnel",20597814.88
2011,71,"Canadian Human Rights Commission","Transportation and communications",1108257.11
2011,71,"Canadian Human Rights Commission","Information",216535.61
2011,71,"Canadian Human Rights Commission","Professional and special services",2412729.60
2011,71,"Canadian Human Rights Commission","Rentals",220001.46
2011,71,"Canadian Human Rights Commission","Repair and maintenance",129198.11
2011,71,"Canadian Human Rights Commission","Utilities, materials and supplies",160469.68
2011,71,"Canadian Human Rights Commission","Acquisition of land, buildings and works",7695.16
2011,71,"Canadian Human Rights Commission","Acquisition of machinery and equipment",286822.21
2011,71,"Canadian Human Rights Commission","Other subsidies and payments",-204614.40
2011,71,"Canadian Human Rights Commission","Internal revenues",-672586.73
2011,72,"Canadian Human Rights Tribunal","Personnel",2483640.18
2011,72,"Canadian Human Rights Tribunal","Transportation and communications",295063.90
2011,72,"Canadian Human Rights Tribunal","Information",31814.56
2011,72,"Canadian Human Rights Tribunal","Professional and special services",1965155.36
2011,72,"Canadian Human Rights Tribunal","Rentals",43841.35
2011,72,"Canadian Human Rights Tribunal","Repair and maintenance",46931.83
2011,72,"Canadian Human Rights Tribunal","Utilities, materials and supplies",36038.59
2011,72,"Canadian Human Rights Tribunal","Acquisition of machinery and equipment",62122.87
2011,72,"Canadian Human Rights Tribunal","Other subsidies and payments",275185.16
2011,74,"Canadian Institutes of Health Research","Personnel",48110337.09
2011,74,"Canadian Institutes of Health Research","Transportation and communications",3929192.47
2011,74,"Canadian Institutes of Health Research","Information",1058380.71
2011,74,"Canadian Institutes of Health Research","Professional and special services",3583153.30
2011,74,"Canadian Institutes of Health Research","Rentals",367739.09
2011,74,"Canadian Institutes of Health Research","Repair and maintenance",699828.84
2011,74,"Canadian Institutes of Health Research","Utilities, materials and supplies",276716.04
2011,74,"Canadian Institutes of Health Research","Acquisition of machinery and equipment",315599.95
2011,74,"Canadian Institutes of Health Research","Transfer payments",950729984.07
2011,74,"Canadian Institutes of Health Research","Other subsidies and payments",20460.75
2011,76,"Canadian Intergovernmental Conference Secretariat","Personnel",2947415.27
2011,76,"Canadian Intergovernmental Conference Secretariat","Transportation and communications",712049.17
2011,76,"Canadian Intergovernmental Conference Secretariat","Information",71504.19
2011,76,"Canadian Intergovernmental Conference Secretariat","Professional and special services",1137595.82
2011,76,"Canadian Intergovernmental Conference Secretariat","Rentals",406780.02
2011,76,"Canadian Intergovernmental Conference Secretariat","Repair and maintenance",18589.50
2011,76,"Canadian Intergovernmental Conference Secretariat","Utilities, materials and supplies",34557.28
2011,76,"Canadian Intergovernmental Conference Secretariat","Acquisition of machinery and equipment",231656.92
2011,76,"Canadian Intergovernmental Conference Secretariat","Other subsidies and payments",464.05
2011,77,"Canadian International Development Agency","Personnel",201011629.50
2011,77,"Canadian International Development Agency","Transportation and communications",9570733.55
2011,77,"Canadian International Development Agency","Information",245233.48
2011,77,"Canadian International Development Agency","Professional and special services",20458767.17
2011,77,"Canadian International Development Agency","Rentals",2411462.28
2011,77,"Canadian International Development Agency","Repair and maintenance",2802333.51
2011,77,"Canadian International Development Agency","Utilities, materials and supplies",979920.13
2011,77,"Canadian International Development Agency","Acquisition of machinery and equipment",822533.04
2011,77,"Canadian International Development Agency","Transfer payments",3587096666.55
2011,77,"Canadian International Development Agency","Other subsidies and payments",101864267.47
2011,79,"Canadian International Trade Tribunal","Personnel",8983872.84
2011,79,"Canadian International Trade Tribunal","Transportation and communications",238308.71
2011,79,"Canadian International Trade Tribunal","Information",64809.71
2011,79,"Canadian International Trade Tribunal","Professional and special services",644605.34
2011,79,"Canadian International Trade Tribunal","Rentals",30961.99
2011,79,"Canadian International Trade Tribunal","Repair and maintenance",281917.85
2011,79,"Canadian International Trade Tribunal","Utilities, materials and supplies",77578.51
2011,79,"Canadian International Trade Tribunal","Acquisition of machinery and equipment",206850.85
2011,81,"Canadian Museum for Human Rights","Other subsidies and payments",21798633.00
2011,82,"Canadian Museum of History","Other subsidies and payments",65198130.00
2011,84,"Canadian Museum of Immigration at Pier 21","Other subsidies and payments",13824600.00
2011,85,"Canadian Museum of Nature","Other subsidies and payments",28591766.00
2011,86,"Canadian Northern Economic Development Agency","Personnel",9841471.89
2011,86,"Canadian Northern Economic Development Agency","Transportation and communications",1447261.24
2011,86,"Canadian Northern Economic Development Agency","Information",39138.00
2011,86,"Canadian Northern Economic Development Agency","Professional and special services",1171206.13
2011,86,"Canadian Northern Economic Development Agency","Rentals",1219523.54
2011,86,"Canadian Northern Economic Development Agency","Repair and maintenance",7253.53
2011,86,"Canadian Northern Economic Development Agency","Utilities, materials and supplies",48684.38
2011,86,"Canadian Northern Economic Development Agency","Acquisition of machinery and equipment",89816.98
2011,86,"Canadian Northern Economic Development Agency","Transfer payments",31992730.00
2011,86,"Canadian Northern Economic Development Agency","Other subsidies and payments",2742604.94
2011,87,"Canadian Nuclear Safety Commission","Personnel",101364842.90
2011,87,"Canadian Nuclear Safety Commission","Transportation and communications",5439426.02
2011,87,"Canadian Nuclear Safety Commission","Information",852083.36
2011,87,"Canadian Nuclear Safety Commission","Professional and special services",15933365.34
2011,87,"Canadian Nuclear Safety Commission","Rentals",3132758.35
2011,87,"Canadian Nuclear Safety Commission","Repair and maintenance",2516332.08
2011,87,"Canadian Nuclear Safety Commission","Utilities, materials and supplies",1071779.67
2011,87,"Canadian Nuclear Safety Commission","Acquisition of machinery and equipment",4443782.07
2011,87,"Canadian Nuclear Safety Commission","Transfer payments",1163014.60
2011,87,"Canadian Nuclear Safety Commission","Other subsidies and payments",151779.50
2011,93,"Canadian Radio-television and Telecommunications Commission","Personnel",46676810.44
2011,93,"Canadian Radio-television and Telecommunications Commission","Transportation and communications",2249142.35
2011,93,"Canadian Radio-television and Telecommunications Commission","Information",1035501.76
2011,93,"Canadian Radio-television and Telecommunications Commission","Professional and special services",5253590.66
2011,93,"Canadian Radio-television and Telecommunications Commission","Rentals",382979.52
2011,93,"Canadian Radio-television and Telecommunications Commission","Repair and maintenance",1196166.13
2011,93,"Canadian Radio-television and Telecommunications Commission","Utilities, materials and supplies",442133.74
2011,93,"Canadian Radio-television and Telecommunications Commission","Acquisition of machinery and equipment",1400562.29
2011,93,"Canadian Radio-television and Telecommunications Commission","Other subsidies and payments",898.93
2011,93,"Canadian Radio-television and Telecommunications Commission","External revenues",-42954836.00
2011,94,"Canadian Security Intelligence Service","Personnel",357811119.78
2011,94,"Canadian Security Intelligence Service","Other subsidies and payments",182074577.63
2011,95,"Canadian Space Agency","Personnel",83397954.66
2011,95,"Canadian Space Agency","Transportation and communications",7050931.74
2011,95,"Canadian Space Agency","Information",2331402.70
2011,95,"Canadian Space Agency","Professional and special services",206161123.53
2011,95,"Canadian Space Agency","Rentals",3940846.94
2011,95,"Canadian Space Agency","Repair and maintenance",3178977.23
2011,95,"Canadian Space Agency","Utilities, materials and supplies",4064667.46
2011,95,"Canadian Space Agency","Acquisition of machinery and equipment",48138068.56
2011,95,"Canadian Space Agency","Transfer payments",47041048.40
2011,95,"Canadian Space Agency","Other subsidies and payments",3830493.47
2011,97,"Canadian Tourism Commission","Other subsidies and payments",82033975.00
2011,98,"Canadian Transportation Accident Investigation and Safety Board","Personnel",25051742.99
2011,98,"Canadian Transportation Accident Investigation and Safety Board","Transportation and communications",1979815.58
2011,98,"Canadian Transportation Accident Investigation and Safety Board","Information",189785.13
2011,98,"Canadian Transportation Accident Investigation and Safety Board","Professional and special services",2497814.46
2011,98,"Canadian Transportation Accident Investigation and Safety Board","Rentals",291207.66
2011,98,"Canadian Transportation Accident Investigation and Safety Board","Repair and maintenance",480177.20
2011,98,"Canadian Transportation Accident Investigation and Safety Board","Utilities, materials and supplies",316145.87
2011,98,"Canadian Transportation Accident Investigation and Safety Board","Acquisition of land, buildings and works",77565.10
2011,98,"Canadian Transportation Accident Investigation and Safety Board","Acquisition of machinery and equipment",906857.79
2011,98,"Canadian Transportation Accident Investigation and Safety Board","Other subsidies and payments",2669.59
2011,99,"Canadian Transportation Agency","Personnel",25303089.75
2011,99,"Canadian Transportation Agency","Transportation and communications",527652.03
2011,99,"Canadian Transportation Agency","Information",344562.70
2011,99,"Canadian Transportation Agency","Professional and special services",1600166.86
2011,99,"Canadian Transportation Agency","Rentals",227719.35
2011,99,"Canadian Transportation Agency","Repair and maintenance",378302.81
2011,99,"Canadian Transportation Agency","Utilities, materials and supplies",235248.51
2011,99,"Canadian Transportation Agency","Acquisition of machinery and equipment",548096.40
2011,99,"Canadian Transportation Agency","Other subsidies and payments",142847.65
2011,110,"Communications Security Establishment","Personnel",79779600.28
2011,110,"Communications Security Establishment","Other subsidies and payments",172076979.39
2011,114,"Copyright Board","Personnel",1799405.19
2011,114,"Copyright Board","Transportation and communications",172248.91
2011,114,"Copyright Board","Information",64034.13
2011,114,"Copyright Board","Professional and special services",397481.70
2011,114,"Copyright Board","Rentals",66672.97
2011,114,"Copyright Board","Repair and maintenance",505.96
2011,114,"Copyright Board","Utilities, materials and supplies",33212.23
2011,114,"Copyright Board","Acquisition of machinery and equipment",7670.02
2011,114,"Copyright Board","Other subsidies and payments",42.30
2011,117,"Correctional Service of Canada","Personnel",1769668963.35
2011,117,"Correctional Service of Canada","Transportation and communications",55183724.68
2011,117,"Correctional Service of Canada","Information",1751968.10
2011,117,"Correctional Service of Canada","Professional and special services",323036574.11
2011,117,"Correctional Service of Canada","Rentals",15429424.28
2011,117,"Correctional Service of Canada","Repair and maintenance",41912882.99
2011,117,"Correctional Service of Canada","Utilities, materials and supplies",135974600.44
2011,117,"Correctional Service of Canada","Acquisition of land, buildings and works",258719335.66
2011,117,"Correctional Service of Canada","Acquisition of machinery and equipment",75462017.82
2011,117,"Correctional Service of Canada","Transfer payments",1483548.54
2011,117,"Correctional Service of Canada","Other subsidies and payments",76629089.92
2011,117,"Correctional Service of Canada","External revenues",-6716664.76
2011,117,"Correctional Service of Canada","Internal revenues",-81681358.69
2011,118,"Courts Administration Service","Personnel",54800268.89
2011,118,"Courts Administration Service","Transportation and communications",2559004.77
2011,118,"Courts Administration Service","Information",130554.68
2011,118,"Courts Administration Service","Professional and special services",8849111.41
2011,118,"Courts Administration Service","Rentals",1022634.90
2011,118,"Courts Administration Service","Repair and maintenance",747056.36
2011,118,"Courts Administration Service","Utilities, materials and supplies",2063901.94
2011,118,"Courts Administration Service","Acquisition of land, buildings and works",616003.99
2011,118,"Courts Administration Service","Acquisition of machinery and equipment",2432954.00
2011,118,"Courts Administration Service","Other subsidies and payments",921.43
2011,122,"Department of Canadian Heritage","Personnel",197518812.55
2011,122,"Department of Canadian Heritage","Transportation and communications",5683449.57
2011,122,"Department of Canadian Heritage","Information",9533524.66
2011,122,"Department of Canadian Heritage","Professional and special services",21116268.36
2011,122,"Department of Canadian Heritage","Rentals",1674384.38
2011,122,"Department of Canadian Heritage","Repair and maintenance",1492051.44
2011,122,"Department of Canadian Heritage","Utilities, materials and supplies",2412800.35
2011,122,"Department of Canadian Heritage","Acquisition of machinery and equipment",1991266.97
2011,122,"Department of Canadian Heritage","Transfer payments",1072931013.01
2011,122,"Department of Canadian Heritage","Other subsidies and payments",558767.12
2011,122,"Department of Canadian Heritage","External revenues",-4428703.72
2011,122,"Department of Canadian Heritage","Internal revenues",-1991730.99
2011,123,"Department of Citizenship and Immigration","Personnel",431669110.84
2011,123,"Department of Citizenship and Immigration","Transportation and communications",19559488.78
2011,123,"Department of Citizenship and Immigration","Information",6405984.29
2011,123,"Department of Citizenship and Immigration","Professional and special services",143579349.28
2011,123,"Department of Citizenship and Immigration","Rentals",8718933.96
2011,123,"Department of Citizenship and Immigration","Repair and maintenance",4924408.10
2011,123,"Department of Citizenship and Immigration","Utilities, materials and supplies",5805180.80
2011,123,"Department of Citizenship and Immigration","Acquisition of machinery and equipment",5528335.97
2011,123,"Department of Citizenship and Immigration","Transfer payments",948590233.01
2011,123,"Department of Citizenship and Immigration","Other subsidies and payments",8709721.75
2011,124,"Department of Finance","Personnel",92302579.91
2011,124,"Department of Finance","Transportation and communications",3591253.11
2011,124,"Department of Finance","Information",9698734.88
2011,124,"Department of Finance","Professional and special services",13893649.20
2011,124,"Department of Finance","Rentals",397694.59
2011,124,"Department of Finance","Repair and maintenance",421667.90
2011,124,"Department of Finance","Utilities, materials and supplies",115284172.56
2011,124,"Department of Finance","Acquisition of machinery and equipment",8026087.38
2011,124,"Department of Finance","Transfer payments",55991090366.25
2011,124,"Department of Finance","Public debt charges",27881332473.99
2011,124,"Department of Finance","Other subsidies and payments",26076395.36
2011,124,"Department of Finance","Internal revenues",-185075.39
2011,125,"Department of Fisheries and Oceans","Personnel",1005425763.28
2011,125,"Department of Fisheries and Oceans","Transportation and communications",70620788.12
2011,125,"Department of Fisheries and Oceans","Information",2857589.27
2011,125,"Department of Fisheries and Oceans","Professional and special services",221075790.30
2011,125,"Department of Fisheries and Oceans","Rentals",15017595.27
2011,125,"Department of Fisheries and Oceans","Repair and maintenance",195499190.52
2011,125,"Department of Fisheries and Oceans","Utilities, materials and supplies",102422151.16
2011,125,"Department of Fisheries and Oceans","Acquisition of land, buildings and works",40349176.29
2011,125,"Department of Fisheries and Oceans","Acquisition of machinery and equipment",123181072.59
2011,125,"Department of Fisheries and Oceans","Transfer payments",128647360.19
2011,125,"Department of Fisheries and Oceans","Other subsidies and payments",16017712.11
2011,125,"Department of Fisheries and Oceans","External revenues",-40210821.17
2011,125,"Department of Fisheries and Oceans","Internal revenues",-20600.98
2011,126,"Department of Foreign Affairs, Trade and Development","Personnel",1145477775.89
2011,126,"Department of Foreign Affairs, Trade and Development","Transportation and communications",180953804.55
2011,126,"Department of Foreign Affairs, Trade and Development","Information",16716141.77
2011,126,"Department of Foreign Affairs, Trade and Development","Professional and special services",247321330.88
2011,126,"Department of Foreign Affairs, Trade and Development","Rentals",193981705.07
2011,126,"Department of Foreign Affairs, Trade and Development","Repair and maintenance",48717678.19
2011,126,"Department of Foreign Affairs, Trade and Development","Utilities, materials and supplies",65765382.20
2011,126,"Department of Foreign Affairs, Trade and Development","Acquisition of land, buildings and works",52103692.84
2011,126,"Department of Foreign Affairs, Trade and Development","Acquisition of machinery and equipment",83016205.68
2011,126,"Department of Foreign Affairs, Trade and Development","Transfer payments",781937239.19
2011,126,"Department of Foreign Affairs, Trade and Development","Other subsidies and payments",6048722.22
2011,126,"Department of Foreign Affairs, Trade and Development","External revenues",-324449297.20
2011,126,"Department of Foreign Affairs, Trade and Development","Internal revenues",-15124815.19
2011,127,"Department of Health","Personnel",976446743.73
2011,127,"Department of Health","Transportation and communications",235396416.61
2011,127,"Department of Health","Information",15867153.59
2011,127,"Department of Health","Professional and special services",482269681.53
2011,127,"Department of Health","Rentals",12946358.66
2011,127,"Department of Health","Repair and maintenance",40862160.20
2011,127,"Department of Health","Utilities, materials and supplies",456550574.64
2011,127,"Department of Health","Acquisition of land, buildings and works",3608161.07
2011,127,"Department of Health","Acquisition of machinery and equipment",61934342.88
2011,127,"Department of Health","Transfer payments",1599761958.29
2011,127,"Department of Health","Other subsidies and payments",-5069800.62
2011,127,"Department of Health","External revenues",-85246509.09
2011,127,"Department of Health","Internal revenues",-9027555.03
2011,128,"Department of Employment and Social Development","Personnel",2096953263.18
2011,128,"Department of Employment and Social Development","Transportation and communications",108493577.82
2011,128,"Department of Employment and Social Development","Information",20807221.90
2011,128,"Department of Employment and Social Development","Professional and special services",609707122.11
2011,128,"Department of Employment and Social Development","Rentals",202323561.61
2011,128,"Department of Employment and Social Development","Repair and maintenance",24075245.36
2011,128,"Department of Employment and Social Development","Utilities, materials and supplies",10146124.57
2011,128,"Department of Employment and Social Development","Acquisition of machinery and equipment",33381884.99
2011,128,"Department of Employment and Social Development","Transfer payments",44484063495.98
2011,128,"Department of Employment and Social Development","Other subsidies and payments",304426239.85
2011,128,"Department of Employment and Social Development","External revenues",-407780381.56
2011,128,"Department of Employment and Social Development","Internal revenues",-1533145468.73
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","Personnel",537754944.72
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","Transportation and communications",40813634.68
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","Information",17777998.46
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","Professional and special services",315789301.79
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","Rentals",10489143.61
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","Repair and maintenance",3530564.02
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","Utilities, materials and supplies",7329592.65
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","Acquisition of land, buildings and works",184095.15
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","Acquisition of machinery and equipment",16304157.65
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","Transfer payments",6453895544.70
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","Other subsidies and payments",477658079.83
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","Internal revenues",-643920.00
2011,130,"Department of Industry","Personnel",535423277.87
2011,130,"Department of Industry","Transportation and communications",18658817.42
2011,130,"Department of Industry","Information",3510712.15
2011,130,"Department of Industry","Professional and special services",85111913.57
2011,130,"Department of Industry","Rentals",10331767.49
2011,130,"Department of Industry","Repair and maintenance",12812153.07
2011,130,"Department of Industry","Utilities, materials and supplies",6631651.32
2011,130,"Department of Industry","Acquisition of land, buildings and works",306958.63
2011,130,"Department of Industry","Acquisition of machinery and equipment",16425197.53
2011,130,"Department of Industry","Transfer payments",973039997.37
2011,130,"Department of Industry","Other subsidies and payments",2669819.78
